job_id,job_title,company,job_function,job_type,industry,career_level,years_of_experience,qualification,benefits
100003008739410,Secretary,MVA Hong Kong Ltd,"Admin & HR, Secretary",Full Time,,,,,
100003008738847,Account Executive,Manner Production Limited,"Admin & HR, Personal / Executive Assistant, Marketing / Public Relations, Marketing - General / Support",Full Time,,,,,Five-day work week
100003008739983,Merchandiser (Stationery / Sundry),JRC International Limited,"Merchandising & Purchasing, Stationery","Full Time, Permanent",,Entry Level,2 years,Matriculated,"Double pay, Free shuttle bus, Medical insurance, Performance bonus, Five-day work week"
100003008738541,Clerk 工程文員 (5 days work),Token Engineering Ltd,"Admin & HR, Clerical / Admin Staff, Others, Building & Construction, Others","Full Time, Permanent",,,2 years,School Certificate,"Medical insurance, Performance bonus, Five-day work week"
100003008732322,Senior Marketing Executive,Initial Innovation Limited,"Media & Advertising, Creative / Design, Marketing / Public Relations, Digital Marketing, E-commerce, Marketing - Brand / Product Management","Full Time, Permanent",,Middle,,,"Performance bonus, Five-day work week"
100003008738557,Senior Officer / Officer (Administration),Ace Profit Investment Limited,"Admin & HR, Clerical / Admin Staff, Secretary","Full Time, Permanent",,Entry Level,3 years,Non-Degree Tertiary,"Dental insurance, Education allowance, Life insurance, Medical insurance, Five-day work week"
100003008734427,Customer Service Assistant (Funeral) 客戶服務助理 (喪禮),Joyous Group (HK) Limited,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer","Full Time, Permanent",,Entry Level,1 year,Matriculated,"Double pay, Performance bonus"
100003008737784,Communications Officer,Hong Kong Family Welfare Society,"Marketing / Public Relations, Marketing - Marketing Communication","Full Time, Contract",,,2 years,Degree,Medical insurance
100003008740070,Senior Administrative Assistant / Administrative Assistant,Centaline Property Agency Ltd,"Admin & HR, Clerical / Admin Staff",Full Time,,Entry Level,2 years,Non-Degree Tertiary,"Education allowance, Medical insurance, Five-day work week"
100003008737326,Office Assistant (Part-Time) - 兼職辦公室助理,Watermark Community Church Limited,"Admin & HR, Clerical / Admin Staff, Receptionist, Others",Full Time,,Entry Level,1 year,,
100003008739597,Executive Secretary,,"Banking / Finance, Financial Services","Full Time, Permanent",,Middle,7 years,Degree,"Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008738231,Marketing Assistant,Konica Minolta Business Solutions (HK) Limited,"Marketing / Public Relations, Marketing - Marketing Communication, Public Relations - Copy-writing, Public Relations - General / Support","Full Time, Permanent",,Entry Level,1 year,Degree,"Dental insurance, Double pay, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008737323,Public Communications Officer,The Samaritan Befrienders Hong Kong,"Marketing / Public Relations, Marketing - Marketing Communication, Public Relations - Event Management, Public / Civil, Social Services - Community / Non-profit Organization",Full Time,,,,,"Medical insurance, Five-day work week"
100003008735037,Multi-Media Designer (Graphic / Video),Hong Kong Arts and Culture Development Center Limited,"Design, Graphics, Multi-media, Media & Advertising, Photography / Video","Full Time, Permanent",,Entry Level,1 year,Non-Degree Tertiary,
100003008730774,Office Assistant,Tako Professional Technical Limited,"Admin & HR, Clerical / Admin Staff",Full Time,,,N/A,,"Double pay, Five-day work week"
100003008736551,Administration Officer,Key Direction Limited,"Admin & HR, Clerical / Admin Staff",Full Time,,Middle,5 years,Degree,"Medical insurance, Five-day work week"
100003008739006,"Assistant, Company Secretary",City Super Ltd,"Admin & HR, Secretary","Full Time, Permanent",,Entry Level,N/A,Matriculated,"Medical insurance, Performance bonus, Five-day work week"
100003008740469,Account Clerk,T.O.P Contracting Ltd,"Accounting, Accounting Clerk / Supervisor, Admin & HR, Clerical / Admin Staff",Full Time,,Entry Level,N/A,School Certificate,"Medical insurance, Performance bonus"
100003008739027,Recruitment Assistant (新增職位),The Beauty Company Limited,"Admin & HR, Personal / Executive Assistant, HR Supporting Staff, Recruitment / Executive Search",Full Time,,Entry Level,3 years,Non-Degree Tertiary,"Free shuttle bus, Performance bonus, Five-day work week"
100003008739731,Graphic Designer (PartTime / FullTime),Scents Limited,"Design, Graphics, Industrial / Product, Multi-media","Full Time, Part Time, Permanent, Contract, Internship",,Entry Level,2 years,Degree,"Double pay, Education allowance, Gratuity, Performance bonus, Five-day work week, Flexible working hours"
100003008727492,Executive Secretary 行政秘書,Hong Kong Federation of Trade Unions Workers' Medical Clinics,"Admin & HR, Secretary",Full Time,,Middle,2 years,Degree,"Medical insurance, Performance bonus"
100003008739035,Clerk,Chevalier Group - Aluminium Windows & Curtain Walls,"Admin & HR, Clerical / Admin Staff, Others","Full Time, Permanent",,Entry Level,1 year,School Certificate,"Education allowance, Medical insurance, Performance bonus, Five-day work week"
100003008739953,Accounting Manager (5 days work),Gold Alliance Electronics Company Limited,"Accounting, Accountant, Audit, Finance / Accounting Manager","Full Time, Permanent",,Middle,10 years,Non-Degree Tertiary,"Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008738593,ADMINISTRATIVE ASSISTANT,Tiny Talents Professional English Learning Centre,"Admin & HR, Clerical / Admin Staff, Receptionist, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer","Full Time, Permanent",,Entry Level,1 year,School Certificate,Medical insurance
100003008739095,秘書助理  Secretary Assistant (Part time),Poson Accounting & Secretarial Services Ltd,"Accounting, Accounting Clerk / Supervisor, Admin & HR, Clerical / Admin Staff, Secretary",Part Time,,,,,
100003008735465,"Senior Executive, Finance",Hong Kong Tourism Board,"Banking / Finance, Corporate Finance, Financial Services","Full Time, Permanent",,Middle,6 years,Degree,"Dental insurance, Double pay, Medical insurance, Five-day work week"
100003008740481,Senior Business Development Executive,Guru Online,"Admin & HR, Personal / Executive Assistant, Marketing / Public Relations, Marketing - General / Support, Marketing - Marketing Communication","Full Time, Permanent",,Middle,1 year,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours"
100003008737557,Finance Manager,,"Accounting, Chief Accountant, Financial Controller, Treasurer","Full Time, Contract",,Senior,> 20,Degree,"Dental insurance, Double pay, Gratuity, Life insurance, Medical insurance, Five-day work week"
100003008738776,"Admin & Procurement Assistant, IT Department",Guotai Junan International Holdings Limited,"Admin & HR, Administration / Operation Manager, Clerical / Admin Staff, Secretary","Full Time, Permanent",,Entry Level,5 years,Degree,"Dental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008734212,行政助理 Administrative Assistant (Ref: SP/AA/20210827-3),Hong Kong Sheng Kung Hui Welfare Council Limited,"Admin & HR, Clerical / Admin Staff, Public / Civil, Social Services - Community / Non-profit Organization, Others","Full Time, Contract",,Entry Level,N/A,Non-Degree Tertiary,"Life insurance, Medical insurance"
100003008739718,Assistant Academic Services Manager,The Hong Kong Polytechnic University,"Admin & HR, Administration / Operation Manager, Marketing / Public Relations, Marketing - Marketing Communication, Digital Marketing",Full Time,,Middle,5 years,Degree,
100003008738519,Personal Assistant,康財有限公司,"Others, Others",Full Time,,Middle,,Degree,"Medical insurance, Five-day work week"
100003008740285,前台辦事員,China Resources Property Management Limited,"Admin & HR, Receptionist, Others, Sales, CS & Business Devpt, Customer Service - Supervisor / Officer",Full Time,,Entry Level,,,
100003008739443,Officer – Finance (Ref: FD/09/760),Hong Kong Examinations and Assessment Authority,"Accounting, Accountant, Accounting Clerk / Supervisor, Audit",Contract,,Middle,5 years,Degree,"Dental insurance, Gratuity, Medical insurance"
100003008733605,Public Relations Officer,Sheen Billion Development Limited,"Admin & HR, Others",Full Time,,,5 years,Degree,
100003008738163,HR & Administrative Clerk,Kam Lung Motor Group Limited,"Admin & HR, Clerical / Admin Staff, Sales, CS & Business Devpt, Sales Administration","Full Time, Permanent",,Entry Level,2 years,School Certificate,"Double pay, Medical insurance, Overtime pay, Performance bonus"
100003008740022,Clerk / Junior Shipping Clerk (Temporary 4-5 mths),Floralburg,"Admin & HR, Clerical / Admin Staff, Transportation & Logistics, Shipping, Sales, CS & Business Devpt, Sales Administration","Full Time, Temporary",,,,,Five-day work week
100003008734747,Executive Secretary/ Personal Assistant,Total Media Limited,"Admin & HR, Personal / Executive Assistant, Secretary",Full Time,,Middle,2 years,Non-Degree Tertiary,Five-day work week
100003008740457,Human Resources Assistant,Hong Kong School of Motoring,"Admin & HR, Clerical / Admin Staff, HR Supporting Staff, Others, Student / Fresh Graduate / No Experience","Full Time, Permanent",,Entry Level,N/A,Non-Degree Tertiary,"Life insurance, Medical insurance, Performance bonus, Five-day work week"
100003008740108,Part-time Accountant,Smart Cells (H.K.) Limited,"Accounting, Accountant",Part Time,,,2 years,Degree,
100003008737696,Temporary Administrator (3-6 months contract),Sims Trading Co Ltd,"Admin & HR, Clerical / Admin Staff, Secretary, Others","Full Time, Permanent",,Entry Level,2 years,Non-Degree Tertiary,Five-day work week
100003008740426,Assistant Company Secretary,Conson Accounting Limited,"Admin & HR, Secretary",Full Time,,,,,"Medical insurance, Five-day work week"
100003008734612,行政助理 Administration Assistant (Ref: PGR/AA/20210723-8),Hong Kong Sheng Kung Hui Welfare Council Limited,"Admin & HR, Clerical / Admin Staff, Public / Civil, Social Services - Community / Non-profit Organization","Full Time, Contract",,Entry Level,1 year,Non-Degree Tertiary,"Life insurance, Medical insurance"
100003008737402,Senior Logistics Officer,FnF Hong Kong Limited,"Transportation & Logistics, Others, Shipping, Supply Chain","Full Time, Permanent",,Middle,5 years,Degree,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008737273,Digital Graphic Designer,Asia Marine Yacht Services limited,"Design, Graphics, Marketing / Public Relations, Marketing - General / Support, Digital Marketing",Full Time,,Middle,2 years,Non-Degree Tertiary,"Medical insurance, Five-day work week"
100003008737752,Purchasing Officer,HKT,"Merchandising & Purchasing, Procurement / Purchasing / Sourcing",Full Time,,Entry Level,1 year,Degree,
100003008737301,Marketing Assistant,Megasoft Limited,"Marketing / Public Relations, Marketing - Brand / Product Management, Public Relations - Copy-writing, Public Relations - General / Support","Full Time, Permanent",,Middle,3 years,Degree,"Medical insurance, Travel allowance, Five-day work week"
100003008739664,繪圖文員,Goldrich Planners and Surveyors Limited,"Others, Others",Full Time,,Middle,1 year,School Certificate,
100003008737858,SAMPLES MANAGEMENT ASSISTANT (PART-TIME),Occasions PR & Marketing Limited,"Admin & HR, Clerical / Admin Staff",Part Time,,Entry Level,2 years,Matriculated,
100003008738171,Assistant Finance Manager,SATS HK Limited,"Accounting, Finance / Accounting Manager",Full Time,,Middle,3 years,Degree,"Dental insurance, Medical insurance, Performance bonus, Five-day work week"
100003008737275,Part-time Junior Graphic Designer,LKF Xcite Limited,"Design, Graphics","Full Time, Part Time, Contract, Freelance",,Entry Level,1 year,Non-Degree Tertiary,"Five-day work week, Flexible working hours"
100003008739614,Customer Services Officer / Executive (5-day work week),Century Distribution Systems (Hong Kong) Limited,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Information Technology (IT), Support","Full Time, Permanent",,Entry Level,,Degree,"Dental insurance, Double pay, Medical insurance, Performance bonus, Five-day work week"
100003008737398,Sales Assistant (距 離 屯 門 西 鐵 站 5 分 鐘 步 程 ),Chung Wai Chemical Ltd,"Sales, CS & Business Devpt, Technical Sales / Sales Engineer","Full Time, Permanent",,,2 years,,"Medical insurance, Performance bonus, Five-day work week"
